name,Current_category,description,Installs,mark
com.WNPvt.Riddle.Me.That,Entertainment,"Riddle Me That
Are you enjoying playing brain teasures or words guessing games? if yes, you would definitely love this game!
This is English riddle game that could test your IQ.
Feeling Clever? Riddle me this and that,come challenge! 
Let隆炉s start your game now! Relaxing the idle time with this amazing game.
a lot in one app.
",500,1
com.andromo.dev599241.app637405,Education,"Sinach is an award-winning Nigerian Gospel singer who has gained national recognition and has written more than 200 songs. Wikipedia
Born: Ebonyi State
Full name: Osinachi Kalu
Spouse: Joe Egbu (m. 2014)
Albums: The Name of Jesus: Sinach Live in Concert, more
Record labels: Loveworld Music, Loveworld Records, Rebel Group, SLIC Inspire, SINACH",500,1
com.unwirednation.notifications.android.mccormick,Tools,"With the McCormick mobile app, you have real-time access to your McCormick jobs and support ticket status as well as updates and urgent alerts via Push Notifications.
",500,0
com.opasuhu.httpinjectorpro,Tools,"New update http injector 2017 tutorial internet conection free for super speed conection
Anda yang suka internet gratis pasti tidak asing dengan Config HTTP Injector, nah di aplikasi ini kamu bisa menemukan beragam hal menarik seperti:
- Tutorial atau panduan lengkap menggunakan HTTP Injector
- Tutorial membuat config sendiri
- Update config HI yang work untuk semua operator
- Confiq Http Injector & Open VPN Connect
- Update config HTTP injektor & KPN Tunnel
- Fast connect
- New payload&Bug
- Unlimited
- Unlock SSH
Access any website and service on the Internet and secure your identity. Secure your Android device from hackers and online threats when using a public WiFi and hide your IP address behind one of ours to become invisible on the world wide web.
Semoga aplikasi tutorial HTTP Injector ini bermanfaat buat semua pengguna",5000,0
my.com.nstp.dhiya,News & Magazines,"DHIYA is a contemporary lifestyle e-magazine specially dedicated for women, focussing on Muslim women.
DHIYA means 'Nur', 'Cahaya' and that is what DHIYA does. DHIYA provides inspirational and motivational interactive features, not forgetting fashion, health, beauty, hobbies tips for women, once a month.
Balance is crucial in life and by saying that, DHIYA also has men's sections. Listen to what they have to say about women! 
Not only that, DHIYA also comes with an e-commerce platform. Women can shop in DHIYA for themselves, life partners, families and friends.
",5000,0
com.wAtkinsDietMealPlan,Personalization,"Atkins Diet Meal Plan
This application is precisely about the Effortless Atkins Eating plan. If you'd like to get all famous diet programs at a great low cost, be sure to look for for ""all diets"".
Eating plan 3: Straightforward Atkins Diet.
Dr. Robert C. Atkins established the dietary principles that continue to be the core with the Atkins Eating plan. This modern thinker worked tirelessly that can help individuals fully grasp the best way to lose human body excess fat by implementing these principles. With every single passing yr, unbiased investigate carries on to confirm the wisdom of his thoughts.
Atkins Diet Meal Plan mobile application guides you on which food items to eat, and describes why and how specified meals are excellent to suit your needs according to your Atkins principles.
This app supplies you:
1. A strong Fat Tracker that permits you to keep an eye on your bodyweight, your foods, along with your day-to-day journal. The weight Trackers helps you adhere to the Atkins rules as closely as you can.
2. Countless numbers of contemporary food plan posts, a unique element that NO other diet regime apps have.
3. A discussion forum, open up 24 several hours a day.
4. A nourishment look for for a lot of foods goods.
5. Body Mass Index (BMI) calculator.
6. Estimated Power Requirement (EER) calculator.
7. A Food Planner, which may be applied to be a Foods Tracker.
8. And far, substantially more, this kind of as food items ideas, training strategies, social tendencies, and many others.
Get Atkins Diet Meal Plan Android App Absolutely Free!
",10000,1
com.emulatorspsx.psx2.psx3.psx4.playstationandroidguidehowtotips.isoplaygamesplaystationsxbox,Productivity,"Best Emulator Guide PSX for gaming. you can play PS4 PS3 PS2 PS1 games by emulating ISO files and setting gamepad
In this App you will find all what you need to set up your emulator by guiding you to play PS3 PS4 PS2 PS1 games on your PC or device
- Instructions step by step
- Emulator guide
- how to play PS4 games on PC
- how to set up plugins
- and more ...
1) Guide for Emulators PSX is an UNOFFICIAL version and is not endorsed by or affiliated with the creator of this application or its licensers.
2) This application complies with the US Copyright law guidelines for fair use.
3) All names, places, and other aspects of the video described within this application are trademarked by their respective owners.
4) This app does not copy any portion of the application, nor does it contain screenshots of the app, only original text descriptions.
5) If you feel there a direct copyright or trademark violation that does not follow within the fair use guidelines, please contact us directly to discuss.
#Please note - 
All the application name, images, text, logo and other details are not created by us but by their respective owners
",1000,1
com.despi.sudoku_solver,Entertainment,"Just enter already known numbers and the application AUTOMATICALLY finds a solution to the Sudoku !
The application solves all the different Sudokus!
",500,0
com.how.to.get.rich.how.apps,Finance,"This application gives you information how to get rich by investing
With our app you will learn:
? How to get rich by saving
? Girl
? How to get rich buying stocks
? Teenager
Application Features:
? Useful guide.
? You can share this guide to others.
? Easy to use.
Download this app how to get a rich man, and enjoy the free guide
",5000,0
com.boinzo.allcomicnews,Comics,"Get to know the latest and the most important Comic Book related news from most popular websites. 
Latest news about your favourite Superhero, Movies, TV series, Animation and every comic related news in one place!
",5000,1
mygemsarenice.coinsarethebest.cheatsareyours.lovegoldappprank,Tools,"Are you a good player on Clash of Clans for Coins and Gems? Get a lot of coins and Gems with this app you will enjoy playing with the best game and challenge your friends.
Start challenging your friends and others with UNLIMITED gems and coins FOR FREE With this free Clash of Clans app prank.
----- DON'T Forget that this Clash Of Clans app is just a prank and it doesn't do anything in your device it's just created to have fun with friends and family members-----
Get yourself a payer and start playing and use and get many gems and coins to play for free on this lovely game.
It's a free game to pass the time and enjoy each moment!
If it's not working in the first time just wait more minutes or you can contact us for more tips.
DOWNLOAD the app for FREE now and don't miss this amazing game clash of Clans prank. If you like Gems game, you will love everything about it!
-- DISCLAIMER --
This Clash of Clans app is just a prank for enjoyment and having fun with your close friends or family members to get more GEMS and COINS.
",500,1
com.mgs.android.Cars,Music & Audio,"Mobile app - best car sound, HD photo
You will find the best sounds of sports cars, the true sounds of original exhaust systems. Listen to the V6, V8, V10 and V12 roar! Listen to the most authentic sounds.
Characteristics:
- Several known sports cars: car manufacturers included (Ferrari, Porsche, Audi, BMW, Chrysler, Lamborghini, Chevrolet, Aston Martin, Toyota gt86, Subaru Impreza STi, Pagani, Dodge, Mercedes, Mitsubishi, Mazda, McLaren...)
- Fun and entertaining games
- Several American automakers included (Ford, Chevrolet ...)
- Set the sounds of cars as ringtone, SMS notification, audible alarm
",5000,0
com.reverbnation.artistapp.i837023,Video Players & Editors,"This is the official Android App for the artist, ""The One And Only Just~Ace"" . If you have not had the opportunity to listen to any of his music, you will be pleasantly surprised when you get the chance to witness his messages. You will not be disappointed. 
Follow him on twitter @TheRealJustAce ... Please pass this Android App to other users so that they too can witness ""The One And Only Just~Ace"" experience. We would like everyone to experience the ""Daylight Sample"", ""For Her"", ""She Don't Really Love Me"" and many more. They are now all at your fingertips. 
Thank you for downloading ""The One and Only Just~Ace"" Android App, and for your ongoing support. We truly appreciate you taking the time to show us some love.
Quote: God puts all of us here on Earth so that we can tell our own stories in our own way. We cannot continue to kill and hurt one another. We need to find a better way to reason or negotiate with each other. Too many of us are senselessly losing our lives and will never get the chance to tell our stories in our own way. We have to do better, because the stories that we tell may save someone else's life.... Just~Ace
Link to Mixtapes 
(Noting Is Promised)- http://www.datpiff.com/The-One-And-Only-JustAce-Nothing-Is-Promised-mixtape.684043.html
(Straight From The Heart)- http://www.datpiff.com/The-One-And-Only-JustAce-Straight-From-The-Heart-mixtape.557863.html
(Devotion Adventure Sarcasm)- http://www.datpiff.com/The-One-And-Only-JustAce-Devotion-Adventure-Sarcasm-mixtape.414639.html
Follow The One And Only Just~Ace On Twitter and Instagram
Twitter- (https://twitter.com/TheRealJustAce)
Instagram- (https://instagram.com/therealjustace/)
Fan Page ( https://www.facebook.com/pages/JustAce-The-One-And-Only-/186936004702197?ref=hl )
Fan Page ( https://www.facebook.com/pages/Impossible_TeamTVTM/155409241196603 ) 
Impossible_Team.T.V.(TM)
",500,1
de.bk.tools.motorbike.free,Auto & Vehicles,"! Works only with gyroscope !
This is the free version of Bike Sensor to get you an idea how it works on your bike! Try it and have fun!
The app measures the maximum leanangle as well as the acceleration and deceleration while riding your motorbike and hold its values until it will be reset after a specific time.
Now you can figure out what your skill is. But also be careful while riding. You can't even confide the values and try to get the maximum when the street is wet for example.
",5000,0
com.jhayb.pinoyjokes1,Music & Audio,"Collection of Philippines Pinoy Jokes Vol. 1
",5000,1
darkcircles.undereyes,Health & Fitness,"Our app consists of information:
What are dark circles?
Causes of dark circles
How to remove dark circles
Home remedies to remove dark circles
Quick methods to remove dark circles
You can follow any one or two methods regularly mentioned in the app to get rid of dark circles under your eyes.
",100,0
com.appbuilder.u520431p807396,Entertainment,"The Shrewsbury Borough School app brings you the latest news and events from the Shrewsbury Borough School District, located in Monmouth County, Shrewsbury, NJ. 
Features include: 
* District News
* Parent Portal
* District Calendar
* Directory
* Absence Reporting
* Call School
* Facebook
* Twitter
* Lunch Menus
* Directions
",500,1
comx.securityapps.password.secret.gallery,Photography,"Everybody has secrets. Everybody wants to hide something. Here comes Secret Gallery app.
The best way to hide your photos, that you don't want to show to anybody.
Organize photos in password protected secret galleries. Add photos from gallery,
from download folder or any other folder from your phone.
All galleries can have original password. Also the app itself can be password protected.
Keep your secret photos in safe place. Keep it away from your roommates and family.
App is good even if you want to hide some naked pictures.
Features:
* password protected separate secret galleries
* password protection for the app
* ability to rename app title and change icon
* fast data image encryption
* easy image browsing with finger swipe
",100000,0
com.jksol.bettafishwallpaper,Productivity,"Betta Fish Live is the Wallpaper for all fish lovers! 
Beautiful ""Betta Fish Wallpaper"" HD For all fans of Underwater - Colorful Fish And Betta Fish Pictures Photography Graphics 3D Illustrations Free Download!
Looking for the amazing wallpaper with real fishes floating on your mobile screen, then Betta Fish Wallpapers is the perfect Choice.
Fishes swims as natural as real fishes and beautiful leaves floating on the water. 
Colorful fish and beautiful backgrounds make Koi Live Betta Fish Wallpaper better than the real thing!
Betta Fish Wallpapers HD and Backgrounds HD is a collection of the best full HD wallpapers and backgrounds for your android smartphone or tablet. 
Koi fish wallpaper is the best app for your android mobile and collection of the best fish live background for your smartphone or tablet.
All sea fish live wallpapers is a great collection of classic theme. A modern but classic Ui is used so you can easily navigate between categories.
Free amazing Betta Fish Wallpapers! This app have a nice collection of fish photos in HD quality. Personalize your home screen with the cute Fish pictures and make your Android device more interesting..
Would like to see the most beautiful koi fish? There is nothing easier and now you do not need to go to Japan to admire these beautiful creatures. 
Just download our app Betta Fish Wallpaper, install it and you will see on the screen of your tablet or smartphone pretty constant changing picture.
A 3D rendered ""Betta Fish wallpaper"" background of a tropical fish tank, with beautiful backgrounds and smooth motion.
Feature :
- Thematic Categories
- Betta fish Live Wallpapers have Browse and Search Wallpapers
- High quality wallpapers
- Betta fish Live Wallpapers have Categories with sort options
- Find by category, color, tag
- This application will show your background screen from back camera
- Easy to set as wallpaper
- Browse categories with thousands of high definition, retina supported wallpapers that match every personality
- High resolution wallpaper for standard and zoomed display modes
- Share what you like with friends
Premium Betta fish Live wallpapers HD is one of the brightest and most beautiful applications in Google Play by its subject: Personalization, Live Wallpapers and themes.
Create an awesome look for your Home and Lock Screen with the best wallpapers and HD backgrounds for your Android device!
This app has such a large variety of backgrounds, you are sure to find the one you are looking for!
Download “Betta Fish Wallpaper” now, share it with your friends and enjoy together in the sight of marvelous Betta fish!
We are adding new images every week in Betta fish Wallpapers.
The wallpapers are being downloaded from the internet, so you need an internet connection.
Download Great Betta Fish Wallpaper and get enjoy!
",500,1
com.andrewbfang.clapcam,Video Players & Editors,"clap clap SNAP!
The clap cam lets you take pictures with two claps of a hand, so you can take selfies from very far away.
Start the app, when it is listening, clap twice to start the countdown!
",5000,1
spb.bridges,Travel & Local,"*** New 2014 timetable ***
This application displays St.Petersburg bridges night timetable and distance to each bridge.
Each bridge can be shown on the map (long tap on the bridge name).
",50000,1
com.bahubaligame,Photography,"Notes : Baahubali Series is a 2017 Indian Highest Earning Film directed by S. S. Rajamouli. Produced by Shobu Yarlagadda and Prasad Devineni. Its great movie. People have lots of craze for this movie. That's Why we have bring photo frame app to dedicate Baahubali popular movie. 
JAY MAHISMATI Samrajya 
Unique Baahubali 2: The Conclusion and Baahubali: The Beginning Photo frames
Bahubali 2 Photo Frames
- Decorate your selfie or photo from choose gallery or take from Camera
- Manipulate your photo into bahubali frame by moving, cropping, zooming, dragging.
- Save this into your phone gallery.
- Share this photos or you can say wallpaper for bahubali with your friends & social media like facebook,Whtsapp,...
Must watch Bahubali 2: The Conclusion in Theater at least two times. S. S. Rajamouli Direction is very nice.Bahubali Game against Bhalaldev. both Acting is very nice.
Rs 2,000 crore club Bahubali
#Bahubali Wallpapers.
#Bahubali HD Frames.
#Bahubali Photo Editor.
PLEASE LEAVE YOUR GOLDEN FEEDBACK FOR BAHUBALI.
",100000,0
apps.dps.filmglossary,Video Players & Editors,"This Film Glossary includes terminology and definitions used in the world of film making. It is perfect for the student or enthusiast especially in understanding the background info included in DVD and Blue-Ray movies today. Browse through alphabetically or use search to find the definition of any term you want to look up.
",50,1
com.greatbytes.fittap,Health & Fitness,"Do you want to harness the full power of personal analytics using your Fitbit?, but don't have the time to log recurring activties, such as your morning jog, or drinking a bottle of water? Enter FitTap, a solution that lets you log activities, food & water intake, sleep, and weight changes simply by scanning custom NFC-tags with your NFC-enabled smartphone!
This solution easily integrates with your life's flow: Rather than having to use a mobile app or website, you simply stick a tag onto your gym bag, reusable water bottle, or fridge to log recurring activities like your daily trip to the gym or water intake. Start by downloading the free app, then buy some tags (sold as kits of 5, 10, or 15 to fit your needs for as little as $14.99, including worldwide free shipping) from our website ( http://www.fittap.it ) or from within the app. If you already own blank NFC tags and don't want to purchase our custom-made tags, you can buy the ""pro""-version of the app, which works with most existing NFC tags (e.g. MIFARE Ultralight, MIFARE Ultralight C, NTAG203, ICODE SLI/-S, MIFARE Classik 1k/4k, MIFARE DESFire): http://goo.gl/us7NS
Once you scan a tag for the first time, the app will ask you to associate a certain activity with this tag, such as ""Drank 1 bottle of water"", or ""Jogging, 30 minutes"". The next time you tap this tag to your phone, it will automatically log the pre-set activity for you and synchronize with FitBit?, you don't even have to launch the app! You can easily reassign the purpose of the individual tags at any time, without having to buy new ones.
",50000,0
infinite.walrus,News & Magazines,"This is the Final Build of the Team Infinite Walrus Capstone project. The application is RSS Feed reader with support of the following features:
* Favorites
* Atom Feeds
* HTTPS Feeds
We tried to make the application as feature rich as possible, so that many people could find something they needed. 
Team Infinite Walrus:
Dimitri Deryce
Tim Gallen
Cris Peralta
",500,1
co.fairsoftsolutions.smsapps,Shopping,"Its an online store app.
",50,0
com.triton_pc.designschoolbus_map,Maps & Navigation,"Maverick Smart School Bus Tracker (Smart SBT) is an innovative and user friendly mobile based software. It is designed to help parents track their children and allows them to communicate effectively with the school supervisor and the bus attendant. The system allows profile management and provides comprehensive student attendance with history.
Our solution has the latest location based technologies including the GPS, GPRS and WIFI to enable accurate and efficient vehicle tracking.
",500,0
com.swift.applock.free.theme.animegirl59,News & Magazines,"This Anime girl 59 Theme is can be applied on Swift Applock, you can apply these beautiful design as your lock pattern, and customise them as you like. 
Swift Applock is an ultimate customisable beautiful smart app locker, It is elegant, easy, fast. It can boost and clean your memory and lock apps in a perfect way!
- 9 HD locker pattern icons.
- Boost your lock app speed.
- Thousand of designs are available.
- You can design and upload their own design as you like!
If you want any design from us please don’t hesitate to email us.
Download Swift Applock at https://play.google.com/store/apps/details?id=com.swift.applock.free
",100,1
za.co.twobits.mish,Finance,"Mike ""Mish"" Shedlock writes one of the most widely read economics blogs on the Internet. His prolific writings analyze aspects of global economics, finance, and investing. This free app lets you read his latest posts, search through the post archives, and share either an individual story or the entire app.
",5000,0
net.webpatient.apgar,Medical,"The APGAR Score is a system for point score evaluation of the physical condition of a newborn one and five minutes after birth.
The five criteria are summarized using words chosen to form a backronym (Appearance, Pulse, Grimace, Activity, Respiration)
- Dynamic score interpretation
- Visual feedback for normal and distress scores
",100,0
com.aporee.radio,Education,"browser for the global sound-mapping project radio aporee ::: maps at http://aporee.org/maps/
it lets you explore and listen to 1000s of audio field recordings contributed by an international community of phonographers, artists and sound enthusiasts.
",5000,Tools
com.webcemeteries.mtmoriah,Books & Reference,"Use this app to search the records of those interred or entombed at Mount Moriah Cemetery. This app also allows you to view your loved one's Living Memorials, Photos, Videos and Condolences shared by family and friends. All of this with GPS Navigation functionality to allow you to locate loved ones interred at the cemetery. If you would like to submit a Living Memorial, Photo or share a Condolence, please visit http://www.union-township.oh.us/mt-moriah-cemetery.
Please note the GPS navigation is not survey grade and results will vary based on several factors including but not limited to available signal, your phone's capabilities and current accuracy of electronic maps and database. GPS navigation is not available for mausoleum entombment. We are constantly working to increase the accuracy of our database and maps, so please feel free to contact us about any potential issues that you may find.
",100,1
com.artrift,Social,"The best app for discovering art and other artists. Artrift is a digital art network for artists to share art, digital paintings, 3d animations, wallpapers, oil painting, 3d renders, logo designs, interface designs, photography, written stories and poetry.
",5000,0
com.ikimuhendis.ldrawer.sample,Libraries & Demo,"Android drawer icon with material design animation
https://github.com/IkiMuhendis/LDrawer
",5000,0
gun.bullet.golden.war,Business,"Here comes the new Golden Gun Bullet theme! With Golden Gun Bullet wallpaper and best icons, it will make your phone more attractive.
If you install Golden Gun Bullet theme, what you can enjoy:
-Beautiful wallpaper with creative icons;
-Funny weather design which makes your screen interesting;
-Plenty of sliding effects for your screen;
-Help manage your file and classify your icons.
Personalise your phone with this theme, you will like it!
",50000,1
com.moviestar.splanetjoke,Productivity,"IMPORTANT NOTICES : 
1 - VIP PRO For Moviestarplanet - Game Joke don't take any user Information and we are not violate
Device and Network Abuse policy and sections 4.3 and 4.4 of the Developer Distribution Agreement. 
2 - VIP PRO For Moviestarplanet - Game Joke don't interfere with, disrupt, damage, or access in an unauthorized manner the user’s device, other devices or computers, servers, networks, application programming interfaces (APIs), or services, including but not limited to other apps on the device, any Google service, or an authorized carrier’s network. It just a prank to have fun with Friends and family
VIP PRO For Moviestarplanet - Game Joke Now with Coin for Moviestarplanet prank, you can learn how to get free Stars and the best ways to spend these Coin, a lot of different deck strategies for every situation, and of course complete beginners guide for Moviestarplanet. From time to time, we will also add some secret tips and tricks to improve your CR skills, and keep you at the top. 
VIP PRO For Moviestarplanet - Game Joke will help you to manage your game account this app will help you to be a king of the game! 
VIP PRO For Moviestarplanet - Game Joke Moviestarplanet guide will help you to manage your game account and improve fast! With many great cheats this application will help you to be a king of the game! Download it and read carefully all steps from application. After a while you will see how you account become stronger and bigger and you as a player will become a poferwull ally for everyone in this game. Moviestarplanet is very popular game with a lot of players and you should use any help which you can get. 
NOTES : 
1 - This is not Moviestarplanet hack Coin is a tool created by a fan of the App.
2 - You can prank your family and friends and make them believe that the Coin , Gold ,are free to generate using Moviestarplanet hack tool.
3 - This app is not a hack for Moviestarplanet . it does not give Coin or resources to your CR account.
4 - This is not a Moviestarplanet hacked version.
5 - This Not a Moviestarplanet hack tool app.
6 - This Not a Moviestarplanet free Coin and Stars.
7 - This Not a Moviestarplanet cheats for Coin.
VIP PRO For Moviestarplanet - Game Joke Features : 
1 - Get Free Coin Moviestarplanet .
2 - Moviestarplanet Stars and Deck Info
3 - Moviestarplanet Unlimited Coin and Stars .
Disclaimer and Legal Notices : 
1 - The application name is the property of their respective owners. We made this App only as a FREE FAN APP with no cheats, only for those who wants to enjoy the App. If there is any trademark or copyright violation that does not follow within the Fair Use, please contact us and we will immediately take action on it.
2 - VIP PRO For Moviestarplanet - Game Joke is only for entertainment purposes and for have joke and prank your . And does not provide true Movie Star Planetl features. The results displayed are random and false. Just for fun and joke and pranking friends and family
3 - If there is any trademark or copyright violation that does not follow within the Fair Use, please contact us and we will immediately take action on it.
4 - The application name is the property of their respective owners. We made this App only as a FREE FAN APP with no cheats, only for those who wants to enjoy the App. 
5 - This app is just a joke
Try it and Enjoy !
",5000,1
com.zoffcc.applications.zanavi_largemap_donate,Travel & Local,"ZANavi large maps donate Version.
With this donate Version you can download and use very large maps, like the Full World map!
!Yes the full World, offline!
You can help to maintain the mapserver, and keep updates coming.
If you leave the donate version installed, your map downloads will be faster.
Thank you!
After installing, please download the free ZANavi application from the android market
",500,1
com.vgse.combo,Music & Audio,"Vocal combo is an application through whichthe user can get the meaning of a word. Also the user can know the pronunciation of any word. When the user searches for the meaning of any word online, hewill find different links where he can find the meaning of the word. It will be difficult to open different links and check the correct meaning. But this application helps him toget the correct meaning of that word by just speaking that word. If the user also wants the pronunciation of any word, he can type the word and can hear the pronunciation of that word.
",100,1
nl.squaredesign.appfan.reclameapk,Business,"reclameAPK is an advertising agency and creates a bridge between print and web starting with a new tool; appFAN. This is a promotional tool as an example for small businesses creating simple apps. Digital flyering.
Brochures with lots of interactive elements are to complex to start for small businesses sometimes. appFAN shows you how to start easy. This 'digital flyer' as an example is our own promotional discount offer and will be updated regular.
",,0
com.dreamquestmultimedia.admin.Akitda_Blog,Books & Reference,"Akitda Blog Application is an Android application for the Akitda blog. Akitda Breaking The Wind is the story of a cheetah who learns how to run when the forest where he lives catches fire. This application is the Android application for the blog at akitdabreakingthewind.com
",10,0
com.ncavesoft.drivingreaderfree,Music & Audio,"Don't read your texts while driving! You know that, of course, but let Driving Reader keep you safe on the road. 
Driving Reader automatically detects when you're driving and reads incoming text messages out loud with text-to-speech. We even let you know when it's ready to read incoming messages by putting a notification icon on top of your screen. 
It even works on older phones, you don't need the latest fancy phone to be a safe driver any more!
Q: Do I have to turn it on when I start driving?
A: Never! It uses the latest Android capabilities to detect when you're driving and when you aren't, you don't have to do a thing.
Q: Will it drain my battery?
A: Nope! It uses so little, you won't even know it's there thanks to the latest Android capabilities.
Q: Does it interfere with Google Hangouts or other SMS applications?
A: Not at all, you can still use your default SMS application like you have been.
Q: I have bluetooth in my car, will it read messages through my car stereo?
A: Absolutely.
Q: Do I need bluetooth in my car, or a dock for this to work?
A: Nope!
This is a free trial version of Driving Reader.
",5000,0
com.mateusztracz.fuelusage,Maps & Navigation,"This application helps you to measure your car's fuel consumption. You can add a few cars and add informations about visit on gas stations. 
All data are saved into database, so you don't have to carry about data missing.
Once entered data remains in database until remove the application. 
This is my first application made for android, so if you have some questions or any advice, I""ll be very grateful. 
So enjoy using this application.
",500,1
com.versatile_mobitech.poojadhravyam18,Shopping,"One stop solution for all devotional needs
",500,0
beinfotech.epfbalance,Books & Reference,"App is targeted for the EPF members to access all EPF Service on the go. 
App will allow the user to access the service in a very low internet speed and all data are compressed to allow the user optimum benefit of access to the service with high usability.
employer can view all such claim requests, verify/correct member details, approve and submit the requests online through this portal.
The Employees' Provident Fund Organisation abbreviated to EPFO, is a statutory body of the Government of India under the Ministry of Labour and Employment. 
It administers a compulsory contributory Provident Fund Scheme, Pension Scheme and an Insurance Scheme. 
Features:
- Get Your Employee Provident Fund Account Status Instantly.
- Know Your Last EPF Transfer Status.
We are not storing any of your data entered in this application. Your Data is safe and secured, please go through APP permission section for details.
",5000,1
org.bobby.gpsmon,Travel & Local,"Are you a busy person? Are you always in meetings, at school or can't reach your phone quickly enough to answer?
For you and all other situations we have an answer and the answer is GPSMon.
GPSMon is a free application that let's you auto-respond to messages or missed calls for persons while you can't respond yourself.
Furthermore it can allow you to customise the sent messages with battery informations, current position, signal etc.
Also auto-response is contact-dependent so not all people get autoresponse.
It is a text answering machine, it is a location sharing application, it is live tracking device, it is a trip/computer log application.
Discover GPSMon to it's full potential!
",500,1
com.littlebridge.digipals.googleplay,Education,"Do you want to learn English? Do you want to make lots of new friends around the world? With Little Bridge DigiPals you can!
Connect with friends across the globe in a safe, fully moderated community, where everyone is learning English. 
Create your own page, design your own room, then connect with other young learners from around the world. 
Need some help? 
Use the Sentence Maker - a special tool to help you write in English and communicate quickly.
Collect lots of friends and chat with them in English.
More English learning at www.littlebridge.com
Parents: In the Little Bridge ‘DigiPal’ community, we take online safety very seriously. That’s why every post is moderated.
",,0
idv.stephen.touchPhrase,Game,"TOEFL & TOEIC , daily English and easy, Crazy Phrase and Slang is a game designed to enrich your phrase in English. The game include American Slang that you never know, """" What's that means ?
The Game include 2043 phrases and 500+ American Slang.
Support Multi Language, include Traditional/Simplified chinese ,Korean,Japanese,German,French,Russian language!!
Support text to speech !
",50000,0
com.mixtics.walkandsee,Maps & Navigation,"
Flashlight, emergency phone, location sharing, gps navigation, sharing maps with video markers ...
WalkAndSee is your guide for a new walker experience!
Try WalkAndSee Paris sample ( open with WalkandSee after install ) : https://drive.google.com/file/d/0B8OxcXjOsgEuUjBDSXZzZ0xmUlE/view
Support Tools: 
Flashlight with a large button to turn on the flash of your device. You can set it to turn on the light simply by launching the application.
WalkAndSee shortcut configurable to call with a dedicated button a prerecorded number from your contact list, no more time wasted searching for the right number in case of emergency.
Shortcut to share the current position with the email or cloud storage you choose.
When it is opened by the recipient with the WalkAndSee application, the shared location map is centered on your saved position: Your friend can then start GPS navigation to your position simply by touching the displayed marker window.
Shortcuts to find the way back to your car, the hotel door, ... or any position: One long Touch to memorize any destination on the map, a shortcut button to navigate back to it.
Geolocalized video tools: 
Record a video trip:
Recording a video with WalkAndSee will add a marker to the map.
Your video slides chronologically on the map are shortcuts to watch the video or start navigating gps to the position where they were recorded.
Scroll through the video marker thumbnails on the map or play them successively by pressing the switch button. Once a video is playing or selected in the map, you will only need a single button to start navigating to that location.
Sharing Tools: 
Share a guided tour, tourist information, holiday videos, commercial presentations ...
A shortcut is provided to share your local videos on a YouTube public space. With or without video sharing, you can share your maps with friends or the world:
Local video can be shared on YouTube by pressing the Share button on the video tab or on the map by editing the video thumbnail marker (press and hold the thumbnail), you will need to copy / paste the YouTube sharing link to WalkAndSee in order to replace the local video with its YouTube share.
You can also copy / paste any YouTube video sharing link to WalkAndSee by editing the destination marker on the map.
Marker maps can be saved as small .was files, and these files can be shared by selecting an email or cloud storage application that you have installed on your device.
By opening the link received to this file, the application will display a map of video markers containing the thumbnails and descriptions for videos shared on YouTube or only the destination of the walker if the corresponding YouTube video has not been shared.
With WalkAndSee sharing always remains your choice.
Contact Information
Contact@mixtic-studio.pro
",50,0
com.bestofbcb.android.bainbridge,Communication,"BCB is Bainbridge Community Broadcasting – your nonprofit internet radio source for Bainbridge Island, Washington
This app contains the following additional features:
* Streaming access to play episodes from anywhere
* Always updated with the latest episodes- and an archived back catalog
* Playback resume (when interrupted by a call or other distraction)
* Quick access to all the contact methods for the show like call, email, web, Facebook, and Twitter
Please note, not all episodes may have exclusive extras.
",500,0
com.trib.devicebee.imshuffling,Social,"ImShuffling is a brand new way to find match and chat with them. Just shuffle and see who you find best for you.
",50,0
bet.roller.faucet,Finance,"Roller's free bitcoin faucet is the best faucet you will find anywhere. All you have to do is enter you bitcoin address and start getting your free bitcoin.
Roller comes with a timer, so you always know when your next claim is and you get alerted when the time is up so you can claim your free bitcoin quickly and reach your target.
We send bitcoin payouts weekly.
Share your personal referral link to earn even more free satoshi.
A free bitcoin faucet is a great way to spread the word about crypto-currencies and Roller is a great faucet. We will be adding another currency soon, which one should we add?
We are looking at adding ethereum to our faucet, let us know what you think.
Check our social media pages for weekly bonus code for even more free satoshi and updates on Roller and bitcoin.
",50000,0
