name,Current_category,description,Installs,classification_mark,Correct_Category
com.musicnetwork.cristianafm,Music & Audio,"Cristiana.fm, is the best choice for listening christian music on your smartphone, tablet or any device with Android operating system.Christian Music in High Quality.Artists and Albums updated.Listen music of Matt Redman, Hillsong, Toby Mac, Chris Tomlin, Jesus Adrian Romero, Marco Barrientos and many more.",5000000,0,
com.leleltd.instaroyallikes,Tools,Everyone wants to get followers and likes nowadays. But they trouble through ghost followers and likes. They don't even know who the followers are. This app is trying to help you find out ghost followers in your follow list. Also we can provide you the hottest hashtags out there which will attract more people to your posts.Functions:1. Manage account.2. provide amazing hashtags.,1000000,0,
com.moonlightingsa.pixanimator,Photography,"Place your photos into awesome video loops and obtain unique,beautiful creations you can show to friends and family. It'sfun & super easy!You can use many loops for free, or unlock everything via an in-appsubscription. This app requires a fast internet connection!Features:∴ Use your gallery, camera & Facebook photos∴ New loops added daily∴ Save & share your videosGalaxy Y and Galaxy Ace users: please select 3gp option in Options to see the animations, this is also valid to other users experiencing problems with video not playing.",1000000,1,Video Players&Editors
com.plantronics.headsetservice,Communication,"Discover how Plantronics Hub brings additional functionality to your new Plantronics Bluetooth? headset with helpful tools, notifications, and status information. Get the following features for Voyager Legend, Voyager Legend UC, Voyager Edge, Voyager Edge UC, Voyager Focus UC, Voyager 3200 Series, Voyager 5200 Series and Voyager 8200 UC: ? Use Find MyHeadset to locate your misplaced headset using an audible tone or the BackTrack feature ? Customize settings ? Manage smart sensor options? Check battery level ? See headset status? Explore headset features ? Manage your headset call features from your wrist with your smartwatch (Wear 1.0 only)? Wirelessly update your headset firmware from your smartphone (Voyager 5200 Series, Voyager 3200 Series, Voyager 8200 UC only)? Change language option for your voice prompts (Voyager 3200 Series, Voyager 5200 Series, Voyager 8200 UC, Voyager Edge and Voyager Edge UC only)Get the following features for Plantronics BackBeat FIT, BackBeat PRO, BackBeat PRO+, BackBeat PRO 2, BackBeat SENSE, BackBeat 100, BackBeat GO 2, BackBeat GO 3, Voyager PRO HD, Explorer 10, Explorer 50, Explorer 80, Explorer 100, Explorer 500 Series, Marque M155, Marque 2 M165, Marque 2 A170, Marque 2 M180, M25 Series, M55, M70 Series, and M90 Series:? Use the Find MyHeadset feature to locate your misplaced headset using an audible tone or the BackTrack feature ? Check battery level? See headset status? Explore headset featuresRequirements:? Android OS v4.4 and higher ? Some versions of the Android operating system and some phones/tablets may not support all features.?2017 Plantronics, Inc. BackBeat, Find MyHeadset, Plantronics, Voyager, and Voyager Legend are trademarks of Plantronics, Inc. registered in the US and other countries. BackTrack, Explorer, Marque, M25, M55, M70, M90, M180 and Plantronics Hub are trademarks of Plantronics, Inc. Bluetooth trademarks are owned by Bluetooth SIG Inc., any use by Plantronics, Inc. is under license. All other trademarks are the property of their respective owners. Patents: US 9,661,117",5000000,1,Tools
com.kiku.fairypuff,Personalization,"Fairy Puff Live Wallpaper! Puff is a cute troll just like the Chu but with a lot more different and new features! There are lots of fun interactions with Puff, try it for yourself... and let the journey begins as a lot more is coming for Puff!--------------------How to unlock items?--------------------To use unlocked items in the live wallpaper - make sure to run the game directly from the live wallpaper Settings menu ( tap on any unlocked item to start the game ).NOTE: Make sure to install the latest version for both, live wallpaper and Puff Jump game to be able to unlock all the new goodies!**FEATURES**-Enjoy life-like emotions!-Pet and tap him for various reactions! -Customize backgrounds-Various items for customization-Day & Night sleep time!-Fast and smooth run ( based on OpenGL ).-Tablet support.-Sound FX!*Also feel free to contact us for questions and suggestions!",5000000,0,
com.kiku.fluffybubble,Personalization,"Welcome your little Fluffy Bubble on your phone or tablet screen! It's all about bubbles, songs and fun all day long! Discover lots of funny moments with Bubbles!FEATURES:*Interactive!*Various unlockable Theme and Songs*Bubble Challenge ( coming soon! )*Sing along with Bubbles!*Lot's of customization*And more!",5000000,0,
com.ikeyboard.theme.Rainyday,Weather,"Blossoms bloom on rainy day,keyboard blooms with rainyday theme.The theme is designed for decorating your keyboard completely brisk and pretty .Don＊t make your keyboard seems humdrum. My friends, try this amazing theme now!∴ Notice ∴The theme pack is only available for Cool Emoji Keyboard.Download this theme ,and then go to Emoji Keyboard-color,emoticons 's theme page to use it . ∴ Learn about Emoji Keyboard--color,emoticons∴Say goodbye to boring default keyboard and CUSTOMIZE your keyboard with Emoji Keyboard--color,emoticons FREELY now!Emoji Keyboardis the free and best colorful Emoji,Emoticons,Text Face,Themes,Stickers and Smiley Keyboard you have seen!It is a Keyboard Master with many emojis,emoticons,themes!We have prepared a very colorful theme for your smartphone: KEYBOARD COLOR! Free Features- Accurate auto-correct and next-word prediction- Best collection of 800+ emoji, emoticons, and smileys support everywhere (including Whatsapp and others apps which support Emoji)- Many personalized themes supported- Customized font style supported- Easily Input various kind of symbols and emoticons- Share emoji on text with your friends and groups- Quickly used and share emoji through social sites- Cover emoji with particular categories- Full Emoji,Smiley,Emoticon and text face display & More than 3000 Free EmojiAnd lots of convenient features are prepared for you!If you want to learn more about Emoji Keyboard--color,emoticons,click here:https://play.google.com/store/apps/details?id=com.qisiemoji.inputmethod∴ Contact with us ∴Follow us on Facebook:https://www.facebook.com/EmojiKeyboardEmocticonIf you like our theme,please support us by rating it ∴∴∴∴∴and leave a comment.Thanks for your time and enjoy it.",5000000,1,Productivity
com.jobportal.allgovernmentjob,News & Magazines,"All government job (Sarkari Naukri) app will help you browse every detail about a particular government job(Sarkari Naukri). We cover 18+ Govt. job(Sarkari Naukri) categories & locations. Nothing is left uncovered when it comes to Free Govt. Jobs. Aspirants can easily come across Free Govt Job alerts throughout the day. All government job (Free Job Alert) provides Job Alerts for Government jobs and Freshers jobs. Recruitment news in Bank and Private Sector Jobs and Railway Jobs or Defence Jobs in India and Sarkari Naukri Jobs. All government job (Free Job Alert) is easy to use as once it is installed the job alerts will be displayed as soon as any new job alerts are available. One can search Jobs by category, Jobs by Qualification and State wise Jobs. Get Free Job Alert for your android phone and never miss any Job Alert. Get Current Affairs on your android phone.All Government Job (Non-Government Organization) application is a comprehensive Online Employment News app that helps you find all types of latest Government Jobs. The application has the latest updates for all Bank jobs, Railway Jobs, Teaching Jobs, SSC Jobs, Engineering Jobs, PCS Jobs and other Bank Jobs. You will be instantly notified when any banking job, SSC, IAS-PCS or other Government Jobs(Sarkari Naukri) are announced.You can use our apps for searching all type of government jobs in India such as Govt. Bank, PSU, Indian Army, Indian Navy, Govt. Universities, Railways, Police Recruitment, UPSC, SSC, RRB etc. and various State government jobs(Sarkari Naukri).4 Reasons to Download this Application:1. Instant notification for All Government Jobs (Sarkari Naukri): You will receive daily notifications with important government job vacancies for the day, be it from Bank Jobs, Defense, SSC, Teaching or many more categories.2. Complete Details of all Jobs: For all job vacancies, the app provides extensive details including important dates, institution, Eligibility criteria, qualification and process to applying.3. Search Jobs: The app helps with you find your dream job by categorizing all important govt. jobs by category such as Banking, SSC, UPSC, Railways, Defense job etc. You can also search jobs by Category.4. Credibility: All Government Job app is developed by www.govjobsupdate.com, India＊s leading educational portal which is accessed by all the needful who aspires to achieve success. It provides an in-depth knowledge of current affairs, civil services, banking exams and staff selection commission.Highlights: Free Job Alerts for your daily job needs.==> Helps you to know the market trend of the government jobs.==> Get all the notification and alerts about govt jobs(Sarkari Naukri).==> Now you can use our apps for searching govt jobs(Sarkari Naukri) in a specialised manner like-category ( Defence Job, Banking Jobs, Research Jobs)==> Accessing our Apps will help you to stay ahead of others while preparing for govt jobs. ==>You can prepare well by following our career and guidelines tips about the government jobs.==> Download this apps and get maximum benefit to boost your career.==> Govt. Jobs for all qualifications like Std 10, 10+2, Diploma, Graduation. Post Graduation and doctorate.==> Covers all jobs and alerts from latest Employment News from govt. of India.==> You can check all defence jobs like Navy, army and air-force of India.==> This app covers all the bank jobs and PO vacancies across India.Why use it:1. free government job(Sarkari Naukri) alerts2. Once registered, no need to enter email-id again3. Easy to use navigation 4. Works smoothly on all android devices5. Fast opening app even with 2G internet connections.Features:- All government competitive job exams including Railway exam (RRB), Civil Services (IAS), IBPS, Bank PO and clerk, SSC CGL and SSC CHSL10+2, CTET and many more.Exams which can be prepared:- UPSC / CSAT / RAS / IAS / PCS- SSC CGL / SSC 10+2 - Bank PO / IBPS - CLAT / IB / AEN / JEN / IES- RRB",5000000,1,Business
com.rhythm.hexise.task,Business,"One-stop task manager. Monitor and kill task, speed up phone, and save battery.Features:* 1*1 widget to monitor memory usage, fast kill task or launch application when click.* Kill task to free memory.* Sort task by name.* Auto-kill task when screen turns off.* Context menu to switch, uninstall, ignore, auto-kill or search application.* Ignore preferred application when kill.* Bulk select and rich notification.* Directly force stop task for rooted device.If you would like to translate this application to your native language, please contact support@rhmsoft.com, thanks.",10000000,1,Tools
com.ikeyboard.theme.sparkle_love,Communication,"∴ Notice ∴The theme supports Kika Keyboard only. Click here to download Kika Keyboard<> for FREE!<> ∴ About Kika Keyboard ∴Kika Keyboard is a smart keyboard app for Android that makes typing fast, easy, and fun.∴Kika Keyboard Features∴?800+ Emoji & Emoticons?Colorful Themes?Search & Send Animated GIFs?Swipe-to-Type?Word Predictions & Suggestions?Smart Auto-correct?Support 60+ Languages/Dictionaries ?Customized Fonts ?Voice Input?Keyboard Click Sounds?Customized layouts including one-hand mode & split screen ∴ Contact Us ∴Click here to download Kika Keyboard for FREE!<>Follow us on Facebook:https://www.facebook.com/KikaKeyboard Official websiteㄩ http://kikakeyboard.com Click here to explore more themes!",1000000,1,Productivity
com.llapps.squarevideo,Video Players & Editors,"Square Video: Blur Video Editor, is a easy-to-use app to create square size video with blur background, and can also capture video in a square size.Square Video main features:1) Real Time edit the video: You can edit the video and see the effect in real time.2) Set blur background or color background.3) Cut the video to the part you like.4) Flip horizontally, vertically and rotate the video to any orientation.5) Add music from your device.6) Cut the music/song to the part you like.",5000000,0,
com.lenta.mobile,Shopping,"""Lenta"" is one of the largest retail networks, founded in 1993. Regular customers hypermarkets ""Lenta"" today are about 5 million people, and this number is increasing day by day.",5000000,0,
com.mustapp.video.downloader,Libraries & Demo,"Welcome to free video downloader.******IT CAN'T DOWNLOAD VIDEOS FROM YOUTUBE DUE TO THEIR TERMS OF SERVICE.********** It differs from others. With free video downloader, you can easily download streaming type video and it makes you able to download videos from the net for free and fast on your phone.******IT CAN'T DOWNLOAD VIDEOS FROM YOUTUBE DUE TO THEIR TERMS OF SERVICE.**********Free Video downloader Pro is not a official app for mate download video..With Free Video downloader , You can: ** support more than 100 videos multi download** Fast and clean UI** You can play and share video in application.Free video downloads using the download of copyrighted is not responsible for the problemPlease check carefully the copyright..How To Use:1. Open the Website you want.2. When you click the video, application menu will be popped up.3. Select [video downloader Downloader].4. Download start.* video downloads will be stored in 'video downloader Downloader' folder at SDcard.** If video is blocked due to the copyright, video downloader will not work.*** video downloader will not be activated with Youtube.******IT CAN'T DOWNLOAD VIDEOS FROM YOUTUBE DUE TO THEIR TERMS OF SERVICE.**********",10000000,1,Video Players&Editors
com.realnetworks.listen,Music & Audio,"Music To Their Ears!***LISTEN is free to download but requires a monthly fee of $2.99 to use the service. Available in the US for T-Mobile & MetroPCS customers***LISTEN is an innovative ringback tone service that fuses music entertainment and safety + productivity tools into one very useful app. With LISTEN, you can entertain your callers by replacing the usual ringing sound they hear with music or create custom status messages on the fly so you can broadcast your status when you can＊t get to the phone. Try LISTEN & Get 5 BONUS Music Credits at Sign Up Plus These Key Feature: ? (NEW!) DRIVE MODE -- Automatically detects when you＊re driving & plays a message back to callers allowing you to safely communicate to family and friends while you＊re on the road. ? AUTO TEXT REPLIES -- Reply to incoming calls and text messages with AUTO SMS REPLIES you can create & customize yourself. ? PREMIUM MUSIC CATALOG -- Play music to callers by 1000s of Top Artists and genres such as Pop, Rock, Hip Hop, R&B, Country, Dance, Classical, TV & Movie Soundtracks and more. ? CUSTOM STATUS MESSAGES -- Record your own 30-second Voice Message to play to specific callers such as: ? LOCATION DETECTION -- Automatically set a Status message for callers based on your geographic location. ? PERSONALIZATION -- Personalize Music & Status Messages for up to 5 callers! Plus, auto-set songs to play on Holidays or Special Occasions like Mom＊s Birthday. Start playing Caller Tunes and personalized status messages to your family & friends now by downloading the app! Love LISTEN?Visit us: http://listen.com/ Follow us on Twitter: http://twitter.com/listenglobal Like us on Facebook: http://www.facebook.com/listenglobal",1000000,1,Personalization
com.macaron.logistycoon2,Game,"Become an owner of a world class distribution company by delivering freight quickly and accurately to cities requesting freight delivery all over the world. The more experience you accumulate, the more diverse requests you will be able to execute. You can use trucks and airplanes to transport freight over longer distances and more diverse locations.1. Obtain coins using a basic freight delivery system!- Collect all freight in distribution centers. - Distribute collected freight to destinations.- Conveniently collect and deliver freight simultaneously.2. Establish multiple bases by building distribution centers and airports! - Opened cities can be set as distribution centers.- Upgrade distribution centers to airports.- Distribution centers act as stepping stones to long distance destinations.- For long distance delivery that cannot reach a destination in one move, freight can be moved between distribution centers.3. Upgrade your distribution center!- Up to five vehicles can be dispatched to a distribution center.- Up to three hangars can be built at an airport.- Freight capacity of distribution centers (airports) can be expanded up to 130 tons.- If you upgrade a distribution center to maximum capacity, you can earn coins faster.4. Upgrade your trucks and planes!- All trucks and airplanes can upgrade speed, volume, and fuel tanks.- Depending on characteristics, each truck and airplane can be upgraded to different levels.",1000000,0,
com.itrustore.ratengoods,Shopping,"Rate&Goods - is the surest way to choose the Best Products! Scan the barcode on a package and get instant access to additional information and customers reviews on this product. Write interesting feedbacks, gets gratitude from friends and become a Recognized Expert in the community of those who choose wisely.- Free access to information about 5 million products;- Instant search using barcode scanner;- The honest reviews and recommendations from real buyers;- Live feed of your friends and subscribers;- Ability to share your own experience and give useful advices to other Experts;We are creating the largest knowledge base about products, and you can take part in it. Come Over!",1000000,0,
com.mobiles.prices,Communication,This is a first application that shows not only the full Mobiles specifications but also show their Latest Prices.You can view prices in Indian Rupees as well as Pakistani Rupees. All Local and International Brands have been included.,1000000,1,Shopping
com.medplus.mobile.android,Medical,"MedPlus online Pharmacy/Medicine and General store app. Using our MedPlus App you can order the products you regularly buy from our stores from the convenience of home and pick them up from a MedPlus store near you. To start shopping, simply search for the products you wish to buy, choose the quantity and place the order. We will inform you when the medicines are ready for pick up. All orders are filled within 6 hrs during the regular business hours and on the next day for evening or weekend orders.Key Features- Convenience at Finger tips 每 Very easy to use app using which you can order medicines and general products conveniently.- 15% Off - Get 15% off on all medicines when you buy it from app.- Drug information database 每 Get complete drug information with a huge database- Delivery options 每 You can either pick the order from our stores or can opt for home delivery.- Store Locator 每 You can locate a store near you across India- Availability Check 每 Check the availability of the medicines at the MedPlus store in your vicinity- Upload Prescription 每 Scan a prescription and upload it for a quick medicine order.- Order History 每 Get a complete history of your previous orders and invoices.- Wish-list 每 Add products to the wish-list and get a quick access to order the same.- Pill Reminder 每 Don't miss to take your pills get a reminder from the app.- Complaints 每 Get all your complaints related to the orders reviewed and resolved.- Health Records 每 Store your health records (Prescriptions, Lab Test Reports etc.) for future references.",1000000,0,
com.itunestoppodcastplayer.app,News & Magazines,"Podcast Republic app is a top quality podcast app for Android from a Google Top Developer! With over 2 million downloads and 50,000 reviews, an app you can trust!Podcast Republic is all your need to manage and play your Podcasts, Audio books, and YouTube channels/playlists. Even better, we've added the live radio streaming support! Feature completed and highly customizable. Just download it and enjoy your podcasts on your Android devices. With the syncing feature in the app, you can sync your podcast subscriptions and episode playback states between multiple devices! You can start playing an episode in one device and pick up from where you left in another device. All changes will be synced in real time. Isn't that what you are asking for a podcast app? :)You can also join our Beta Tester program to get the latest cool features and bug fixes earlier:Please use the link https://goo.gl/By2Htd to get the beta testing version on your device. Thank you!We can reach us on social media. Please follow us on Twitter @castrepublic.This is ads supported app. Ads can be removed through in-app purchase.www.lifehacker.com: The Best Podcast Manager for Androidwww.lifehack.org: Top 5 Podcast Apps For Androidwww.makeuseof.com: The 8 Best Podcast Players for Androidwww.androidcentral.com: The best podcast apps for Androidwww.androidheadlines.com: Featured: Top 10 Podcast Apps for AndroidHighlights- Audio and video podcast support. Subscribe, browse, and listen to any podcast. Your favorite podcast is just at the tip of your fingers.- Streaming and downloading. Streaming podcasts without the need for a download. Or download them for offline play.- Fully automated download. Just enable the auto download, your new episodes will be downloaded and ready for you.- Offline playback of audio and video, save your data consumption- Multiple playlist support for better organizing your podcast playing- Live radio streaming support- Syncing podcast subscriptions and episode playback states between devices.- Import and export podcast subscription using OPML format- Save download to SD card, free your internal storage.- Multiple language support: Chinese, Czech, Dutch, English, Estonian, French, German, Hebrew, Italian, Polish, Portuguese, Russian, Spanish, Swedish, Turkish.- Built-in Tablet layout. One app for all screen sizes.- Chromecast support- Android wear support- Android Auto supportBuilt-in Media Player- Plays audio and video podcasts- Support variable playback speed- Stream or play offline- Remembers playback position- Bluetooth support- Sleep timer to stop audio player after you sleep- Features a car mode for easy and quick playback controlDownload Management- Automatically fetch feeds on a configurable interval- Automatically download new episode- Automatically deletes downloaded podcast that has been listened toPlaylist- Multiple playlist support for better organizing your podcast playing. Create as much playlists as you like.- Support audio/video playlist for continuous play- Sortable playlist plus manual drag and sort ability for easy playlist managementCustomization- Fully configurable. A lot configuration options to meet your specific needs.- Customize skip intervals in the mid of the playback or even skip the beginning of the podcast- Two level settings, global settings and individual podcast settings, to fine tune the settings.- Configurable home screen widget to fit your beautiful wallpaper- Sixteen color themes to selectFor Mashmallow users: please grant the storage accessing permission. This app need to access the storage to be able to download podcast and cache artworks used.",5000000,1,Music&Audio
com.riffsy.FBMGIFApp,Video Players & Editors,"With Tenor＊s GIF Keyboard you can discover the right GIF or video to visually sum up exactly what you＊re trying to say, directly from your keyboard. Express the emotion, inside joke, or clever response you want to share.Features:- Send the right GIF or video to express exactly what you＊re you＊re trying to say, directly from your keyboard! - Search Tenor＊s millions of GIFs and videos to find the one that perfectly fits your moment. You can also search by emoji.- Need inspiration? Browse by category like reactions, trending topics, and more. Developers -- interested in integrating Tenor GIF Search into your apps, services, or websites? Visit tenor.co/gifapi to get your API Key.Tenor was formerly known as Riffsy.",50000000,1,Productivity
com.sass.andrum,Video Players & Editors,"Tub Thumper is a simple drum machine to play along with your favourite songs. To play, tap each drum on the touch screen in time and make up your favourite beats!0.40 - Now includes a third drum kit.0.41 - Added vibrate preference0.44 - Multi touch and several more drum kits! Pro version with more sounds, sequencing and assignable pads now available!",1000000,1,Entertainment
com.numericme.wallme,Photography,"Slide show live wallpaper: The best one on android!Play pictures on the background from:♂ Device folder (from internal memory or SD card)♂ Facebook photos (your own images or pictures of your friends)♂ Flickr public photostreamTransform your android desktop into a digital photoframe! You can also use this live wallpaper as a screensaver...Note: Used permissions are explained belowAbout Lite Edition: ♂ Ad-supported♂ Some features are not available.You can unlock all features and hide ads by purchasing ""WallMe Full"" edition.https://market.android.com/details?id=com.numericme.wallme.fullLive wallpapers do not work on following devices: ♂ HTC(Hero, Legend, Wildfire, Liberty, Magic, Eris, Aria, Bee, Sapphire),♂ Samsung(Moment, Spica, Teos, Acclaim, Intercept, Apollo, Captivate, Gem, Transform),♂ T-Mobile(MyTouch 3G Slide, Garminfone),♂ Motorola(Backflip, WX445, Cliq),♂ LG(GW620, LU2300),♂ Other devices: ZTE Racer, Garmin-Asus A50, Apad / Epad tablet, Kyocera Zio, Alcatel OT-980, i-mobile i858, Orange San Francisco, SKY Vega...NO MORE SUPPORTED: I will not update this app anymore because I am currently working on new projects. Sorry for the inconvenience if this version is not working on your device. Permissions:android.permission.ACCESS_NETWORK_STATE, android.permission.INTERNET,Used for online albums sync (Facebook, Flickr)android.permission.C2D_MESSAGE, com.google.android.c2dm.permission.RECEIVE, android.permission.GET_ACCOUNTS, android.permission.WAKE_LOCK:Used to send errors logs (anonymous data) and share app events",1000000,1,Personalization
com.mxtech.ffmpeg.v5te,Libraries & Demo,"MX Player Codec for ARMv5 CPUs.MX Player - The best way to enjoy your movies.** IMPORTANT NOTICE: This is a software component for MX Player, therefore, MX Player has to be installed first. MX Player will test your device and show you the best matching Codec automatically if necessary. You do not need to install Codecs unless MX Player asks you to do so.",10000000,0,
com.mxtech.ffmpeg.v6,Libraries & Demo,"MX Player Codec for ARMv6 CPUs.MX Player - The best way to enjoy your movies.** IMPORTANT NOTICE: This is a software component for MX Player, therefore, MX Player has to be installed first. MX Player will test your device and show you the best matching Codec automatically if necessary. You do not need to install Codecs unless MX Player asks you to do so.",50000000,0,
com.mxtech.ffmpeg.v6_vfp,Libraries & Demo,"MX Player Codec for ARMv6 VFP CPUs.MX Player - The best way to enjoy your movies.** IMPORTANT NOTICE: This is a software component for MX Player, therefore, MX Player has to be installed first. MX Player will test your device and will show you the best matching Codec automatically if necessary. You do not need to install Codecs unless MX Player asks you to do so.",50000000,0,
com.mxtech.ffmpeg.v7_neon,Libraries & Demo,"MX Player Codec for ARMv7 NEON CPUs.MX Player - The best way to enjoy your movies.** IMPORTANT NOTICE: This is a software component for MX Player, therefore, MX Player has to be installed first. MX Player will test your device and show you the best matching Codec automatically if necessary. You do not need to install Codecs unless MX Player asks you to do so.",50000000,0,
com.mxtech.ffmpeg.x86,Libraries & Demo,"MX Player Codec for x86 CPUs, including Intel Atom, Intel Core family.MX Player - The best way to enjoy your movies.** IMPORTANT NOTICE: This is a software component for MX Player, therefore, MX Player has to be installed first. MX Player will test your device and show you the best matching Codec automatically if necessary. You do not need to install Codecs unless MX Player asks you to do so.",5000000,0,
com.megalol.muttertag,Books & Reference,"Surprise your friends with wishes and greeting cards! Send them lovely video greetings, wishes and quotes on pictures and show them how thankful you are!Greeting cards and videos for every occasion - new content every dayBirthday wishes for Facebook Messenger , WhatsApp, Snapchat and InstagramFuneral wishesSay thanks to a friend or family memberCongratulations for child birthAnniversary & pregnancy greetings Everything for Mother & ChildQuotes & sayingsA level congratulationsChristmas & Happy new year",1000000,1,Social
com.runtastic.android.music,Music & Audio,"Enjoy your music library in a new way with the new Runtastic Music Player - providing convenience and fun for sports, workouts & more!The Runtastic Music Player offers you easy music listening, an intuitive user interface and is the perfect complement for your Runtastic apps, including: Runtastic, Runtastic Road Bike, Runtastic Mountain Bike and Runtastic Six Pack. Combine your love of music with exercise now!KEY FEATURES & BENEFITS:* Browse your music by genre, artist or album* Personal charts: View and enjoy your favorite, top-played music for fitness activities* Create playlists: Custom mixes for your workout, your next trip or just everyday listening* Be your best: Only the Runtastic Music Player can guarantee smooth communication with your Runtastic apps for that extra boost of motivation during your workout* Search for and select your favorite songs easily with the integrated search function* Let the Runtastic Music Player surprise you with the convenient shuffle functionGet it now! The perfect music player for awesome workouts & attaining your goals with a plethora of Runtastic apps. With the right beats, you＊re sure to ※get in the zone§ and take your fitness and everyday activities to the next level!Keywords: music, app, playlist, fitness, fit, power, training, workout, sports, health, songs, titles, albums, artists, genres, browse, custom, motivation, HIIT, best, top",5000000,0,
com.minecraftFurniture.luchi.Furniture,Libraries & Demo,"Do you have a beautiful house in minecraft but it has no furniture and decorations?This application is the definitive guide for Minecraft furniture construction. Follow the tutorials step by step and decorate your house with amazing designs.- Each step is explained easily- Minecraft is a wonderful game and it's even better with this app- This application is the perfect partner for every minecraft session- Definitive guide for every minecraft playerHere are some examples: Kitchen, Bathroom, Game Room, Office, Living Room, Dining Room, Sitting Room, Garbage can, office chair and more＃This application is not affiliated in any way with Mojang AB. The minecraft name, the minecraft brand and the minecraft Assets are all property of Mojang AB or their respectful owner.",1000000,1,Game
com.qbesoft.bpandsugartest,Lifestyle,"BP and Sugar Test Banner Prank is really a prank application which calculates your blood pressure and sugar.if you are a prankster you would definitely love this application.it is the best application for fooling your friends.it is designed in such a way that one who is not aware of android can never get whether it is a prank application or real.people would think as if it is a real blood pressure and sugar calculating application.HOW TO USE IT:Step 1: Select Sugar Detector or Pressure Detector,Step 2: Now place your finger gently on the fingerprint scanning pad and wait for the analysis.Result: Your Fake blood pressure /sugar result will be shown automatically after calculation.Disclaimer: Blood Pressure and Sugar Checker Prank is for entertainment purposes only. It does not calculates you blood pressure and sugar. Calculating Blood Pressure and sugar is not possible with your android device's screen and camera. The displayed results are random numbers. It is the best application for fooling your friends.Enjoy Blood Pressure and Sugar Checker Prank!",5000000,1,Entertainment
com.phonegap.getpregnant,Medical,"If you're trying to conceive it can sometimes take a while before you are pregnant. To increase the chance of becoming pregnant you can try to determine your fertile period. Having intercourse in the fertile period can considerably increase the chance of becoming pregnant.You can determine your fertile period in a few simple steps, up to 6 months in advance. If you are already pregnant you can use the calculator to determine your expected delivery date.The calculations are based on the fact that ovulation takes place 14 days before menstruation. No indication can be given for menstrual cycles exceeding 35 days and less than 21 days.Select the first day of your last menstruation, the average duration of your menstrual cycle and then click on ""Calculate"".Included tips for a girl or boy.New functions: Call Doctor You can call your doctor from the app. When you press the Call Doctor button, you will be directly taken to the dialing screen. Caller ID Get Pregnant has free caller ID. It identifies callers for you - even the ones not in your contact list. Caller ID results are shown after calls and also allow you to save the contact details directly to your address-book. Also when you call your doctor and cannot reach him or her, Caller ID will suggest up to 3 alternative doctors in the same geographic region. So in case you urgently need to speak to a doctor an alternative will be at hand with Caller ID. You can disable or adjust caller ID to your preferences in the settings menu any time.",5000000,0,
com.qbesoft.weightfingerscannerprank,Health & Fitness,Check your Weight Easily by Scanning your finger with this App. This app is totally a Prank. Fool your Friends with this Prank app.,5000000,1,entertainment
com.sweetsugar.stylishtext,Personalization,"Stylish Text - Fancy TextFor all those people who like to chat more. Now add a touch of style when chatting with your friends.Use ""Stylish Text App"" to flaunt your style of writing.Amaze everyone with your choice of letters.We give you a very simple and easy to use app that you will love to use in your everyday life.Its a must have for teenagers who love to chat all day long.Now with a unique card maker with limitless possibilities to create and impress your friends and family.",1000000,0,
com.ringtones.tonosparawhatsapp,Libraries & Demo,"Notifications Ringtones for whatsapp Free for changing the sound and to customize WhatsApp, countless shades with which to distinguish the sound of WhatsApp.The tones are grouped into categories, the main categories are short tones, android, notification, you terror, music and melodies.They can be marked as favorites and share with Whatsapp, Facebook or preferred application. It is very simple to use and can save the tone for use wherever you want.",5000000,1,Personalization
com.meihillman.qrbarcodescanner,Shopping,"Features:- Scanning, decoding, create, share and QR barcode scanner!- Fastest and best scanner.- View a list of all your past record scan history.- Create your own QR coding: e-mail addresses, application, phone numbers, contact information, bookmarks, clipboard.- Share your QR codes, social networking(FacebookㄛTwitterㄛFlipboardㄛGoogle+,WeChat), text messaging with your friends via e-mail.- Directly open the web address or search page of the decoding results.Disclaimer:- This application is based on the open source ZXing barcode library barcode scanner. Apache License 2.0.",1000000,1,Productivity
com.qiigame.flocker.global,Personalization,"∴Big thanks to Captain Jack Sparrow for design cool video uploaded to YouTube for Locker Master global fans.Easily design your own custom lock screen with Locker Master's DIY editor. Upload and share your creations with a global community of users. Browse and download beautiful, inspirational, and clever lock screen themes from around the world!∴FEATURES:1. DIY Editor: A simple but powerful DIY editor that allows you to quickly create personalized, beautiful, and even complex lock screen themes;2. Tons of Options: An extensive selection of clock designs, decorations, sprites and props that you can easily mix and match to your heart's desire;3. Unique Locks: A large variety of unique and clever unlocking methods to choose from beyond simple swipe gestures and password patterns;4. Share and Download: A huge worldwide community of users creating, sharing, and enjoying creative lock screen themes all available for download;5. Able to show unread SMS messages and missed calls on locker screen;6. Supports 2k+ high-resolution live wallpapers and themes!7. Able to display third party app notification on locker screen (include Google +, Facebook, Twitter, WeChat etc.)If you cannot unlock, try the urgent unlock mode:Volume +,-,+,-.After the 4 step you can unlock your phone, and go to locker master, change another theme and apply.∴CONTACT INFORMATION:If you have any questions or suggestions, please feel free to contact us;) E-mail: lockermaster@holaverse.com∴FOLLOW US: Facebook: https://www.facebook.com/lockermaTwitter: https://twitter.com/LockermasterThank you!Locker Master is available in following languages: English, Portuguese (Brazil), Spanish (Latin America), Russian, Chinese (Simplified), Chinese (Traditional), Indonesian, Japanese, Korean, German, Italian, French, Turkish and Hungarian.",50000000,0,
